id,name,category,wikiLinks
2y6xm7,Whirlwind,mod,https://remnant.wiki/Spectral_Blade
9jwTXR,Will of the Wisp,mod,https://remnant.wiki/Corrupted_Sorrow
82v8kz,Windfall,mod,https://remnant.wiki/Corrupted_Deceit
ggf5qe,Witchfire,mod,https://remnant.wiki/Witchfire
f9tqot,Bandit,mutator,https://remnant.wiki/Bandit_(Mutator)
n5zhws,Battery,mutator,https://remnant.wiki/Battery
y5hY8J,Battle Mage,mutator,https://remnant.wiki/Battle_Mage
8lg493,Bottom Heavy,mutator,https://remnant.wiki/Bottom_Heavy
cr22cp,Bulletweaver,mutator,https://remnant.wiki/Bulletweaver
77hc49,Charged Wounds,mutator,https://remnant.wiki/Charged_Wounds
ssvo08,Deadly Calm,mutator,https://remnant.wiki/Deadly_Calm
9htayl,Dervish,mutator,https://remnant.wiki/Dervish
fgs17j,Detonator,mutator,https://remnant.wiki/Detonator
3kadzw,Disengage,mutator,https://remnant.wiki/Disengage
zcqbti,Dreadful,mutator,https://remnant.wiki/Dreadful
mpxowx,Edgelord,mutator,https://remnant.wiki/Edgelord
pynv5l,Executor,mutator,https://remnant.wiki/Executor
pszxmh,Extender,mutator,https://remnant.wiki/Extender
0xx8tz,Failsafe,mutator,https://remnant.wiki/Failsafe
QJdhx2,Far-Sighted,mutator,https://remnant.wiki/Far-Sighted
75qok3,Feedback,mutator,https://remnant.wiki/Feedback
b07g02,Fetid Wounds,mutator,https://remnant.wiki/Fetid_Wounds
85c7yj,Ghost Shell,mutator,https://remnant.wiki/Ghost_Shell
N4LpPR,Gladiator,mutator,https://remnant.wiki/Gladiator
961d6v,Guts,mutator,https://remnant.wiki/Guts
jyl055,Harmonizer,mutator,https://remnant.wiki/Harmonizer
9154v1,Hidden Power,mutator,https://remnant.wiki/Hidden_Power
mh4scd,Hyper Charger,mutator,https://remnant.wiki/Hyper_Charger
mkbquc,Ingenuity,mutator,https://remnant.wiki/Ingenuity
9x521w,Insulator,mutator,https://remnant.wiki/Insulator
rzfptj,Kill Switch,mutator,https://remnant.wiki/Kill_Switch
nft2cp,Latency,mutator,https://remnant.wiki/Latency
s2z9cc,Lithely,mutator,https://remnant.wiki/Lithely
4m2lg1,Maelstrom,mutator,https://remnant.wiki/Maelstrom
imqrfz,Misfortune,mutator,https://remnant.wiki/Misfortune
cvbjvd,Momentum,mutator,https://remnant.wiki/Momentum
7Y9hfZ,Near-Sighted,mutator,https://remnant.wiki/Near-Sighted
qca3zh,Opportunist,mutator,https://remnant.wiki/Opportunist
mjzb0f,Overdrive,mutator,https://remnant.wiki/Overdrive
EV4ULr,Pressure Point,mutator,https://remnant.wiki/Pressure_Point
lo6uce,Prophecy,mutator,https://remnant.wiki/Prophecy
fcl7u2,Refunder,mutator,https://remnant.wiki/Refunder
5bfv3p,Reinvigorate,mutator,https://remnant.wiki/Reinvigorate
jbrq12,Repercussion,mutator,https://remnant.wiki/Repercussion
ha3amj,Resentment,mutator,https://remnant.wiki/Resentment
9htako,Searing Wounds,mutator,https://remnant.wiki/Searing_Wounds
23ztdj,Sequenced Shot,mutator,https://remnant.wiki/Sequenced_Shot
bhov5r,Shielded Strike,mutator,https://remnant.wiki/Shielded_Strike
7js906,Shocker,mutator,https://remnant.wiki/Shocker
h98e7b,Slayer,mutator,https://remnant.wiki/Slayer
xim1sx,Sleeper,mutator,https://remnant.wiki/Sleeper
5Brz87,Spellweaver,mutator,https://remnant.wiki/Spellweaver
90i71b,Spirit Feeder,mutator,https://remnant.wiki/Spirit_Feeder
hk1k7k,Spirit Healer,mutator,https://remnant.wiki/Spirit_Healer
yibeww,Steadfast,mutator,https://remnant.wiki/Steadfast
m87yf6,Stormbringer,mutator,https://remnant.wiki/Stormbringer
27rynt,Striker,mutator,https://remnant.wiki/Striker
omeu3c,Supercharger,mutator,https://remnant.wiki/Supercharger
97fccn,Superheated,mutator,https://remnant.wiki/Superheated
f32skd,Tainted Blade,mutator,https://remnant.wiki/Tainted_Blade
r8jxFF,Thousand Cuts,mutator,https://remnant.wiki/Thousand_Cuts
dynus4,Timewave,mutator,https://remnant.wiki/Timewave
fknx4t,Top Heavy,mutator,https://remnant.wiki/Top_Heavy
0osd64,Transference,mutator,https://remnant.wiki/Transference
1cxn5s,Transpose,mutator,https://remnant.wiki/Transpose
7eodps,Twisting Wounds,mutator,https://remnant.wiki/Twisting_Wounds
dhwqt4,Vampire Blade,mutator,https://remnant.wiki/Vampire_Blade
8h8a9w,Vengeful Strike,mutator,https://remnant.wiki/Vengeful_Strike
qej6k5,Volatile Strike,mutator,https://remnant.wiki/Volatile_Strike
w6gpz2,Weaponlord,mutator,https://remnant.wiki/Weaponlord
yro37y,Amplify,perk,https://remnant.wiki/Amplify
z2xo76,Backbone,perk,https://remnant.wiki/Backbone
bp9pr7,Benefactor,perk,https://remnant.wiki/Benefactor
t2fc7j,Benevolence,perk,https://remnant.wiki/Benevolence
8vh7yq,Best Friend,perk,https://remnant.wiki/Best_Friend
d58t4k,Bonded,perk,https://remnant.wiki/Bonded
i9tjgk,Circumvent,perk,https://remnant.wiki/Circumvent
f4jx9k,Close Quarters,perk,https://remnant.wiki/Close_Quarters
GV9bDr,Communion,perk,https://remnant.wiki/Communion
odd85z,Contingency,perk,
qqhkw9,Dark Blood,perk,https://remnant.wiki/Dark_Blood
s8eytq,Dead to Rights,perk,https://remnant.wiki/Dead_to_Rights
c4fx8u,Deadeye,perk,https://remnant.wiki/Deadeye
je27uv,Die Hard,perk,https://remnant.wiki/Die_Hard
tu8pcp,Dominator,perk,https://remnant.wiki/Dominator
no6oxo,Dynamic,perk,https://remnant.wiki/Dynamic
c6k3ke,Energize,perk,
Y9Tj7F,Entranced,perk,https://remnant.wiki/Entranced
cxnnz9,Experimentalist,perk,https://remnant.wiki/Experimentalist
7dvm5a,Face of Danger,perk,https://remnant.wiki/Face_of_Danger
1yfbk0,Galvanize,perk,
3a9dd2,Gold to Lead,perk,https://remnant.wiki/Gold_To_Lead
htf7h4,Heavy Mobility,perk,https://remnant.wiki/Heavy_Mobility
98qnpc,High Tech,perk,https://remnant.wiki/High_Tech
d82mwz,Incite,perk,https://remnant.wiki/Incite
c92847,Intimidating Presence,perk,https://remnant.wiki/Intimidating_Presence
8d4diq,Intuition,perk,https://remnant.wiki/Intuition
errks7,Invigorated,perk,https://remnant.wiki/Invigorated
5exhee,Liquid Courage,perk,https://remnant.wiki/Liquid_Courage
m6pvhd,Loaded,perk,https://remnant.wiki/Loaded
d5qedi,Loophole,perk,https://remnant.wiki/Loophole
82y94m,Lucky,perk,https://remnant.wiki/Lucky
w6v2o6,Magnetic Field,perk,https://remnant.wiki/Magnetic_Field
w838yg,Metal Detector,perk,https://remnant.wiki/Metal_Detector
2hcif5,Metalworker,perk,https://remnant.wiki/Metalworker
T2U4dZ,Mind and Body,perk,https://remnant.wiki/Mind_and_Body
t8bb9k,Outrage,perk,https://remnant.wiki/Outrage
decoy8,Override,perk,https://remnant.wiki/Override
485uc9,Pack Hunter,perk,https://remnant.wiki/Pack_Hunter
49i5jm,Panacea,perk,https://remnant.wiki/Panacea
ajobx6,Posse Up,perk,https://remnant.wiki/Posse_Up
7ay3kh,Power Creep,perk,https://remnant.wiki/Power_Creep
h42e2n,Power Leak,perk,https://remnant.wiki/Power_Leak
8p55rw,Powerlifter,perk,https://remnant.wiki/Powerlifter
o5q3p9,Prospector,perk,https://remnant.wiki/Prospector
tr5r38,Purge,perk,https://remnant.wiki/Purge
496x8y,Quick Hands,perk,https://remnant.wiki/Quick_Hands
io3m7t,Regenerator,perk,https://remnant.wiki/Regenerator
fzywc2,Residue,perk,https://remnant.wiki/Residue
oyjp3t,Return to Sender,perk,https://remnant.wiki/Return_to_Sender
tmc2tk,Ruthless,perk,https://remnant.wiki/Ruthless
59swqq,S.H.A.R.K.,perk,https://remnant.wiki/S.H.A.R.K.
w3gyt0,Safeguard,perk,
y6x5dr,Scavenger,perk,https://remnant.wiki/Scavenger
rvb63g,Self Discovery,perk,https://remnant.wiki/Self_Discovery
yg77rq,Shadow,perk,https://remnant.wiki/Shadow
fspt8u,Sleight of Hand,perk,https://remnant.wiki/Sleight_of_Hand
j7e5Bb,Soothsayer,perk,https://remnant.wiki/Soothsayer
5fz7xr,Spirit Within,perk,https://remnant.wiki/Spirit_Within
z3sz58,Spirit of the Wolf,perk,https://remnant.wiki/Spirit_of_the_Wolf
rx6e2w,Spirited,perk,https://remnant.wiki/Spirited
2k4yzk,Surplus,perk,https://remnant.wiki/Surplus
7mbvc3,Swift Shot,perk,https://remnant.wiki/Swift_Shot
y36q6p,Teamwork,perk,https://remnant.wiki/Teamwork
dh2wih,Tempest,perk,https://remnant.wiki/Tempest
h3ag53,Terrify,perk,https://remnant.wiki/Terrify
98yqyq,Urgency,perk,https://remnant.wiki/Urgency
qewh6t,Vile,perk,https://remnant.wiki/Vile
hYsQ4M,Visionary,perk,https://remnant.wiki/Visionary
6wc56t,Wrath,perk,https://remnant.wiki/Wrath
zn2x47,Prism of Greed,prism,https://remnant.wiki/Prism
t15adx,Prism of Hatred,prism,https://remnant.wiki/Prism
ked8b3,Prism of Jealousy,prism,https://remnant.wiki/Prism
0nbaj2,Prism of Lethargy,prism,https://remnant.wiki/Prism
j2uus8,Prism of Passion,prism,https://remnant.wiki/Prism
03034f,Prism of Pride,prism,https://remnant.wiki/Prism
16tce1,Prism of Voracity,prism,https://remnant.wiki/Prism
92Ros5,Accelerator,pylon,https://remnant.wiki/Boss_rush
iuLVM7,Charger,pylon,https://remnant.wiki/Boss_rush
2GyUmM,Chopper,pylon,https://remnant.wiki/Boss_rush
D04fKt,Detonate,pylon,https://remnant.wiki/Boss_rush
5KmdJi,Explosive,pylon,https://remnant.wiki/Boss_rush
wtc7JH,Frantic,pylon,https://remnant.wiki/Boss_rush
kO0r7o,Hardened,pylon,https://remnant.wiki/Boss_rush
Rv407e,Healer,pylon,https://remnant.wiki/Boss_rush
n2ooKj,Healing Orbs,pylon,https://remnant.wiki/Boss_rush
9dgyUD,Hexer,pylon,https://remnant.wiki/Boss_rush
VLw3Bt,Intensity,pylon,https://remnant.wiki/Boss_rush
tQ82Lm,Magnify,pylon,https://remnant.wiki/Boss_rush
5e2NTe,Magus,pylon,https://remnant.wiki/Boss_rush
M8RcjQ,Nimble Hands,pylon,https://remnant.wiki/Boss_rush
kZ0vG7,Precision,pylon,https://remnant.wiki/Boss_rush
F5FId6,Ranger,pylon,https://remnant.wiki/Boss_rush
PVXD5h,Renewal,pylon,https://remnant.wiki/Boss_rush
6qLosL,Reserve,pylon,https://remnant.wiki/Boss_rush
RYWP5h,Shocking,pylon,https://remnant.wiki/Boss_rush
J9Fg4X,Spinner,pylon,https://remnant.wiki/Boss_rush
9Q0Cpt,Stamina,pylon,https://remnant.wiki/Boss_rush
MmH8iM,Staves,pylon,https://remnant.wiki/Boss_rush
901wcX,Technique,pylon,https://remnant.wiki/Boss_rush
3Umm36,Trapper,pylon,https://remnant.wiki/Boss_rush
Ka0EgY,Trigger Finger,pylon,https://remnant.wiki/Boss_rush
dRhU3j,Velocity,pylon,https://remnant.wiki/Boss_rush
A9dgyw,Vigor,pylon,https://remnant.wiki/Boss_rush
6yhiBu,Volatile,pylon,https://remnant.wiki/Boss_rush
w1eARX,Vortex,pylon,https://remnant.wiki/Boss_rush
LQho3X,Bloodless Heart,relic,https://remnant.wiki/Bloodless_Heart
soyjpp,Blooming Heart,relic,https://remnant.wiki/Blooming_Heart
m71h9m,Broken Heart,relic,https://remnant.wiki/Broken_Heart
rlezcg,Constrained Heart,relic,https://remnant.wiki/Constrained_Heart
67tfbl,Crystal Heart,relic,https://remnant.wiki/Crystal_Heart
vhjydw,Decayed Heart,relic,https://remnant.wiki/Decayed_Heart
96f26y,Diverting Heart,relic,https://remnant.wiki/Diverting_Heart
f96bom,Dragon Heart,relic,https://remnant.wiki/Dragon_Heart
4y2xb3,Enlarged Heart,relic,https://remnant.wiki/Enlarged_Heart
4yjd4c,Gossamer Heart,relic,https://remnant.wiki/Gossamer_Heart
x66ure,Latent Heart,relic,https://remnant.wiki/Latent_Heart
k1de0f,Lifeless Heart,relic,https://remnant.wiki/Lifeless_Heart
n9fm2r,Paper Heart,relic,https://remnant.wiki/Paper_Heart
4v7sf4,Profane Heart,relic,https://remnant.wiki/Profane_Heart
xfwkzp,Pulsing Heart,relic,https://remnant.wiki/Pulsing_Heart
4v7sf3,Quilted Heart,relic,https://remnant.wiki/Quilted_Heart
06pxhy,Reprocessed Heart,relic,https://remnant.wiki/Reprocessed_Heart
6ruk95,Resonating Heart,relic,https://remnant.wiki/Resonating_Heart
5azu1p,Ripened Heart,relic,https://remnant.wiki/Ripened_Heart
yb7v4c,Runed Heart,relic,https://remnant.wiki/Runed_Heart
2rnl2d,Salvaged Heart,relic,https://remnant.wiki/Salvaged_Heart
sge99k,Shielded Heart,relic,https://remnant.wiki/Shielded_Heart
3awf5n,Siphon Heart,relic,https://remnant.wiki/Siphon_Heart
rtmajx,Tormented Heart,relic,https://remnant.wiki/Tormented_Heart
thgp2z,Tranquil Heart,relic,https://remnant.wiki/Tranquil_Heart
pj4ika,Unsullied Heart,relic,https://remnant.wiki/Unsullied_Heart
weaetb,Void Heart,relic,https://remnant.wiki/Void_Heart
8vcd8r,Allegiance,relicfragment,https://remnant.wiki/Allegiance
4d6v1v,Altruistic,relicfragment,https://remnant.wiki/Altruistic
3aqiq5,Ammo Reserves,relicfragment,https://remnant.wiki/Relic_Fragment
7u1bma,Armor Bonus,relicfragment,https://remnant.wiki/Relic_Fragment
1n8874,Artful Dodger,relicfragment,https://remnant.wiki/Artful_Dodger
h6sk9p,Base Armor,relicfragment,https://remnant.wiki/Relic_Fragment
6qz6t1,Base Health,relicfragment,https://remnant.wiki/Relic_Fragment
4gbcn0,Base Stamina,relicfragment,https://remnant.wiki/Relic_Fragment
1d6g98,Bodyguard,relicfragment,https://remnant.wiki/Bodyguard
6myusj,Boundless Energy,relicfragment,https://remnant.wiki/Boundless_Energy
s6fkpj,Brutality,relicfragment,https://remnant.wiki/Brutality
51y6ih,Cast Speed,relicfragment,https://remnant.wiki/Relic_Fragment
xqklut,Consumable Duration,relicfragment,https://remnant.wiki/Relic_Fragment
0qxyqo,Critical Damage,relicfragment,https://remnant.wiki/Relic_Fragment
p66eoa,Critical Situation,relicfragment,https://remnant.wiki/Critical_Situation
1pddio,Damage Reduction,relicfragment,https://remnant.wiki/Relic_Fragment
w26htj,Dark Omen,relicfragment,https://remnant.wiki/Dark_Omen
y7d3aq,Defense Measures,relicfragment,https://remnant.wiki/Defense_Measures
qmc3th,Evade Distance,relicfragment,https://remnant.wiki/Relic_Fragment
kp0rff,Evade Speed,relicfragment,https://remnant.wiki/Relic_Fragment
z2gbi3,Exhausted,relicfragment,https://remnant.wiki/Exhausted
73x1rg,Explosive Damage,relicfragment,https://remnant.wiki/Relic_Fragment
6tby7d,Firearm Charge Time,relicfragment,https://remnant.wiki/Relic_Fragment
h9e463,Firearm Swap Speed,relicfragment,https://remnant.wiki/Relic_Fragment
ky7tqc,Fleet Footed,relicfragment,https://remnant.wiki/Fleet_Footed
kteco4,Full Hearted,relicfragment,https://remnant.wiki/Full_Hearted
ign3v0,Gigantic,relicfragment,https://remnant.wiki/Gigantic
o8of2m,God Tear,relicfragment,https://remnant.wiki/God_Tear
aci99s,Grey Health Conversion,relicfragment,https://remnant.wiki/Relic_Fragment
y52c32,Healing Effectiveness,relicfragment,https://remnant.wiki/Relic_Fragment
j87rzn,Health Bonus,relicfragment,https://remnant.wiki/Relic_Fragment
bzxa98,Health Regeneration,relicfragment,https://remnant.wiki/Relic_Fragment
3ngjzr,Heat Generation,relicfragment,https://remnant.wiki/Relic_Fragment
fant12,Heavy Drinker,relicfragment,https://remnant.wiki/Heavy_Drinker
g1iifk,Hyperactive,relicfragment,https://remnant.wiki/Hyperactive
fieh22,Immovable,relicfragment,https://remnant.wiki/Immovable
1mb66f,Impervious,relicfragment,https://remnant.wiki/Impervious
503nnp,Insult to Injury,relicfragment,https://remnant.wiki/Insult_to_Injury
tfmy98,Jack of All Trades,relicfragment,https://remnant.wiki/Jack_of_All_Trades
vma9nj,Luck of the Devil,relicfragment,https://remnant.wiki/Luck_of_the_Devil
b3jspj,Master Killer,relicfragment,https://remnant.wiki/Master_Killer
m16fn9,Melee Critical Chance,relicfragment,https://remnant.wiki/Relic_Fragment
yu7d57,Melee Damage,relicfragment,https://remnant.wiki/Relic_Fragment
t8jgpe,Melee Speed,relicfragment,https://remnant.wiki/Relic_Fragment
iyp5r3,Mod Critical Chance,relicfragment,https://remnant.wiki/Relic_Fragment
zkr2us,Mod Damage,relicfragment,https://remnant.wiki/Relic_Fragment
c2t1p6,Mod Duration,relicfragment,https://remnant.wiki/Relic_Fragment
pk57hf,Mod Generation,relicfragment,https://remnant.wiki/Relic_Fragment
c0hy5s,Movement Speed,relicfragment,https://remnant.wiki/Relic_Fragment
jf6i48,Outlaw,relicfragment,https://remnant.wiki/Outlaw
s6n7x3,Overpowered,relicfragment,https://remnant.wiki/Overpowered
34g3gm,Peak Conditioning,relicfragment,https://remnant.wiki/Peak_Conditioning
qn0gc0,Physician,relicfragment,https://remnant.wiki/Physician
udn5v4,Power Fantasy,relicfragment,https://remnant.wiki/Power_Fantasy
o3w3u5,Power Trip,relicfragment,https://remnant.wiki/Power_Trip
8140zw,Prime Time,relicfragment,https://remnant.wiki/Prime_Time
xut36z,Projectile Speed,relicfragment,https://remnant.wiki/Relic_Fragment
dp184t,Ranged Critical Chance,relicfragment,https://remnant.wiki/Relic_Fragment
wlnbc1,Ranged Damage,relicfragment,https://remnant.wiki/Relic_Fragment
w8ruyt,Ranged Fire Rate,relicfragment,https://remnant.wiki/Relic_Fragment
5wuf2j,Reload Speed,relicfragment,https://remnant.wiki/Relic_Fragment
qx4bbk,Reverberation,relicfragment,https://remnant.wiki/Reverberation
0jam5w,Revive Speed,relicfragment,https://remnant.wiki/Relic_Fragment
6onvd3,Sadistic,relicfragment,https://remnant.wiki/Sadistic
7mw049,Sharpshooter,relicfragment,https://remnant.wiki/Sharpshooter
alp59n,Shield Amount,relicfragment,https://remnant.wiki/Relic_Fragment
f5mi7x,Shield Duration,relicfragment,https://remnant.wiki/Relic_Fragment
n0r6bv,Size Matters,relicfragment,https://remnant.wiki/Size_Matters
2bqp66,Skill Cooldown,relicfragment,https://remnant.wiki/Relic_Fragment
o5sd30,Skill Critical Chance,relicfragment,https://remnant.wiki/Relic_Fragment
fuhykd,Skill Damage,relicfragment,https://remnant.wiki/Relic_Fragment
7c8uka,Skill Duration,relicfragment,https://remnant.wiki/Relic_Fragment
zo1rt6,Soulmate,relicfragment,https://remnant.wiki/Soulmate
wbu60g,Spectrum,relicfragment,https://remnant.wiki/Spectrum
f80hyz,Speed Demon,relicfragment,https://remnant.wiki/Speed_Demon
qqmdc0,Stamina Bonus,relicfragment,https://remnant.wiki/Relic_Fragment
32immt,Status Damage,relicfragment,https://remnant.wiki/Relic_Fragment
nqq5t5,Steel Plating,relicfragment,https://remnant.wiki/Steel_Plating
cya6q1,Traitor,relicfragment,https://remnant.wiki/Traitor
0xj2m6,Unbreakable,relicfragment,https://remnant.wiki/Unbreakable
p3trdc,Unbridled,relicfragment,https://remnant.wiki/Unbridled
omefk5,Use Speed,relicfragment,https://remnant.wiki/Relic_Fragment
8jm01f,Vaccinated,relicfragment,https://remnant.wiki/Vaccinated
oszz4u,Weakspot Damage,relicfragment,https://remnant.wiki/Relic_Fragment
i5kymp,Weapon Ideal Range,relicfragment,https://remnant.wiki/Relic_Fragment
oiiiu2,Weapon Spread,relicfragment,https://remnant.wiki/Relic_Fragment
t2ro08,Wrecking Ball,relicfragment,https://remnant.wiki/Wrecking_Ball
27gn7b,A'Taerii Booster,ring,https://remnant.wiki/A'Taerii_Booster
q3qca2,Acid Stone,ring,https://remnant.wiki/Acid_Stone
azy0pj,Ahanae Crystal,ring,https://remnant.wiki/Ahanae_Crystal
9siz0d,Akari War Band,ring,https://remnant.wiki/Akari_War_Band
dgh4g8,Alchemy Stone,ring,https://remnant.wiki/Alchemy_Stone
ll1vsx,Alumni Ring,ring,https://remnant.wiki/Alumni_Ring
pqez3b,Amber Moonstone,ring,https://remnant.wiki/Amber_Moonstone
7fmi47,Anastasija's Inspiration,ring,https://remnant.wiki/Anastasija's_Inspiration
6bqghl,Archer's Crest,ring,https://remnant.wiki/Archer's_Crest
8kyyav,Assassin's Seal,ring,https://remnant.wiki/Assassin's_Seal
ez01nk,Atonement Fold,ring,https://remnant.wiki/Atonement_Fold
mm6dj8,Band Band,ring,https://remnant.wiki/Band_Band
id6lly,Band of Accord,ring,https://remnant.wiki/Band_of_Accord
gv12gw,Band of the Fanatic,ring,https://remnant.wiki/Band_of_the_Fanatic
pi2zf8,Berserker's Crest,ring,https://remnant.wiki/Berserker's_Crest
7usn4n,Bisected Ring,ring,https://remnant.wiki/Bisected_Ring
eozlwb,Bitter Memento,ring,https://remnant.wiki/Bitter_Memento
ac27lx,Black Cat Band,ring,https://remnant.wiki/Black_Cat_Band
7kbu25,Black Pawn Stamp,ring,https://remnant.wiki/Black_Pawn_Stamp
sq8ZUN,Black Spinel,ring,https://remnant.wiki/Black_Spinel
6pzq37,Blackout Ring,ring,https://remnant.wiki/Blackout_Ring
ep14lr,Blasting Cap Ring,ring,https://remnant.wiki/Blasting_Cap_Ring
empffm,Blessed Ring,ring,https://remnant.wiki/Blessed_Ring
rw8rn0,Blood Jewel,ring,https://remnant.wiki/Blood_Jewel
pj7i9a,Blood Tinged Ring,ring,https://remnant.wiki/Blood_Tinged_Ring
WHgN93,Bloodless King's Vow,ring,https://remnant.wiki/Bloodless_King's_Vow
sdkwq2,Booster Ring,ring,https://remnant.wiki/Booster_Ring
zdkh54,Braided Thorns,ring,https://remnant.wiki/Braided_Thorns
17ckov,Brawler's Pride,ring,https://remnant.wiki/Brawler's_Pride
w268ge,Breach Accelerator,ring,https://remnant.wiki/Breach_Accelerator
t7sqw7,Bridge Warden's Crest,ring,https://remnant.wiki/Bridge_Warden's_Crest
k45qer,Burden of the Audacious,ring,https://remnant.wiki/Burden_of_the_Audacious
syutk7,Burden of the Departed,ring,https://remnant.wiki/Burden_of_the_Departed
dgb0s9,Burden of the Destroyer,ring,https://remnant.wiki/Burden_of_the_Destroyer
tvfpo7,Burden of the Divine,ring,https://remnant.wiki/Burden_of_the_Divine
NmzR7o,Burden of the Excavator,ring,https://remnant.wiki/Burden_of_the_Excavator
b76cdv,Burden of the Follower,ring,https://remnant.wiki/Burden_of_the_Follower
ctv31c,Burden of the Gambler,ring,https://remnant.wiki/Burden_of_the_Gambler
k89bxv,Burden of the Mariner,ring,https://remnant.wiki/Burden_of_the_Mariner
k89bxz,Burden of the Mason,ring,https://remnant.wiki/Burden_of_the_Mason
fGFm6B,Burden of the Mesmer,ring,https://remnant.wiki/Burden_of_the_Mesmer
0d9eg9,Burden of the Protector,ring,https://remnant.wiki/Burden_of_the_Protector
z169p0,Burden of the Rebel,ring,https://remnant.wiki/Burden_Of_The_Rebel
7xb5zr,Burden of the Sciolist,ring,https://remnant.wiki/Burden_of_the_Sciolist
kj85yo,Burden of the Stargazer,ring,https://remnant.wiki/Burden_of_the_Stargazer
mdu1f6,Burden of the Warlock,ring,https://remnant.wiki/Burden_of_the_Warlock
b99sey,Bypass Primer,ring,https://remnant.wiki/Bypass_Primer
cu0w65,Captain's Insignia,ring,https://remnant.wiki/Captain's_Insignia
e6da79,Cataloger's Jewel,ring,https://remnant.wiki/Cataloger's_Jewel
kt5ag1,Celerity Stone,ring,https://remnant.wiki/Celerity_Stone
5rAV7V,Clear Halo,ring,https://remnant.wiki/Clear_Halo
Sm4o3R,Closed Loop,ring,https://remnant.wiki/Closed_Loop
zeA523,Combat Shield Generator,ring,https://remnant.wiki/Combat_Shield_Generator
6p71zo,Compulsion Loop,ring,https://remnant.wiki/Compulsion_Loop
k89bxd,Conjurer's Circle,ring,https://remnant.wiki/Conjurer's_Circle
fa7066,Conservation Seal,ring,https://remnant.wiki/Conservation_Seal
dyr6ej,Constant Variable Ring,ring,https://remnant.wiki/Constant_Variable_Ring
s916uj,Crimson Dreamstone,ring,https://remnant.wiki/Crimson_Dreamstone
k6Sqka,Custodian's Bastion,ring,https://remnant.wiki/Custodian's_Bastion
Zj9qF5,Dark Sea Armada Crest,ring,https://remnant.wiki/Dark_Sea_Armada_Crest
vbxfcp,Dead King's Memento,ring,https://remnant.wiki/Dead_King's_Memento
1dmpt8,Deceiver's Band,ring,https://remnant.wiki/Deceiver's_Band
9bnfhm,Deep Pocket Ring,ring,https://remnant.wiki/Deep_Pocket_Ring
3krgp4,Defensive Action Loop,ring,https://remnant.wiki/Defensive_Action_Loop
6xu3sb,Demolition Coil,ring,https://remnant.wiki/Demolition_Coil
b91hx9,Dense Silicon Ring,ring,https://remnant.wiki/Dense_Silicon_Ring
267d3s,Detonating Cord,ring,https://remnant.wiki/Detonating_Cord
l8a2e1,Devoured Loop,ring,https://remnant.wiki/Devoured_Loop
v4yzc6,Digested Hog Lure,ring,https://remnant.wiki/Digested_Hog_Lure
yry5r0,Disaster Converter,ring,https://remnant.wiki/Disaster_Converter
r1dqm9,Drakestone Pearl,ring,https://remnant.wiki/Drakestone_Pearl
fojjag,Dran Memento,ring,https://remnant.wiki/Dran_Memento
5pwtei,Dran Scavenger Ring,ring,https://remnant.wiki/Dran_Scavenger_Ring
5k6zdd,Dread Font,ring,https://remnant.wiki/Dread_Font
ez6z8b,Dried Clay Ring,ring,https://remnant.wiki/Dried_Clay_Ring
gtli7e,Drzyr Sniper Sigil,ring,https://remnant.wiki/Drzyr_Sniper_Sigil
s76ytc,Dull Steel Ring,ring,https://remnant.wiki/Dull_Steel_Ring
mv9b18,Dying Ember,ring,https://remnant.wiki/Dying_Ember
5dipaq,Elevated Ring,ring,https://remnant.wiki/Elevated_Ring
h2g5z3,Embrace of Sha'Hala,ring,https://remnant.wiki/Embrace_of_Sha'Hala
huu4fi,Empowering Loop,ring,https://remnant.wiki/Empowering_Loop
g1u6gi,Encrypted Ring,ring,https://remnant.wiki/Encrypted_Ring
bx0ulq,Endaira's Endless Loop,ring,https://remnant.wiki/Endaira's_Endless_Loop
l5gfd1,Excess Coil,ring,https://remnant.wiki/Excess_Coil
t2ct6r,Fae Bruiser Ring,ring,https://remnant.wiki/Fae_Bruiser_Ring
i4wkw2,Fae Hunter Ring,ring,https://remnant.wiki/Fae_Hunter_Ring
f2j9er,Fae Protector Signet,ring,https://remnant.wiki/Fae_Protector_Signet
7okl48,Fae Shaman Ring,ring,https://remnant.wiki/Fae_Shaman_Ring
6ypnyx,Fae Warrior Ring,ring,https://remnant.wiki/Fae_Warrior_Ring
drjm15,Faelin's Sigil,ring,https://remnant.wiki/Faelin's_Sigil
02wal9,Faerin's Sigil,ring,https://remnant.wiki/Faerin's_Sigil
5q53ke,Feastmaster's Signet,ring,https://remnant.wiki/Feastmaster's_Signet
zXq2H7,Feathery Binding,ring,https://remnant.wiki/Feathery_Binding
j13xrf,Feedback Loop,ring,https://remnant.wiki/Feedback_Loop
ic2sn8,Feeding Tube,ring,https://remnant.wiki/Feeding_Tube
go5hz8,Fire Stone,ring,https://remnant.wiki/Fire_Stone
z9YJih,Floodlit Diamond,ring,https://remnant.wiki/Floodlit_Diamond
1qg7a8,Flyweight's Sting,ring,https://remnant.wiki/Flyweight's_Sting
o7grsg,Focusing Shard,ring,https://remnant.wiki/Focusing_Shard
9E5qGu,Force Multiplier,ring,https://remnant.wiki/Force_Multiplier
4j9wo9,Frivolous Band,ring,https://remnant.wiki/Frivolous_Band
