save_file_slug,toolkit_id,name,image_path
MetaGem_Insulator,9x521w,Insulator,/items/mutators/insulator.png
MetaGem_KillSwitch,rzfptj,Kill Switch,/items/mutators/kill_switch.png
MetaGem_Latency,nft2cp,Latency,/items/mutators/latency.png
MetaGem_Lithely,s2z9cc,Lithely,/items/mutators/lithely.png
MetaGem_Maelstrom,4m2lg1,Maelstrom,/items/mutators/maelstrom.png
MetaGem_Misfortune,imqrfz,Misfortune,/items/mutators/misfortune.png
MetaGem_Momentum,cvbjvd,Momentum,/items/mutators/momentum.png
MetaGem_NearSighted,7Y9hfZ,Near-Sighted,/items/mutators/near-sighted.png
MetaGem_Opportunist,qca3zh,Opportunist,/items/mutators/opportunist.png
MetaGem_Overdrive,mjzb0f,Overdrive,/items/mutators/overdrive.png
MetaGem_PressurePoint,EV4ULr,Pressure Point,/items/mutators/pressure_point.png
MetaGem_Prophecy,lo6uce,Prophecy,/items/mutators/prophecy.png
MetaGem_Refunder,fcl7u2,Refunder,/items/mutators/refunder.png
MetaGem_Reinvigorate,5bfv3p,Reinvigorate,/items/mutators/reinvigorate.png
MetaGem_Repercussion,jbrq12,Repercussion,/items/mutators/repercussion.png
MetaGem_Resentment,ha3amj,Resentment,/items/mutators/resentment.png
MetaGem_SearingWounds,9htako,Searing Wounds,/items/mutators/searing_wounds.png
MetaGem_SequencedShot,23ztdj,Sequenced Shot,/items/mutators/sequenced_shot.png
MetaGem_ShieldBreaker,bhov5r,Shielded Strike,/items/mutators/shielded_strike.png
MetaGem_Shocker,7js906,Shocker,/items/mutators/shocker.png
MetaGem_Slayer,h98e7b,Slayer,/items/mutators/slayer1.png
MetaGem_Sleeper,xim1sx,Sleeper,/items/mutators/sleeper.png
MetaGem_Spellweaver,5Brz87,Spellweaver,/items/mutators/spellweaver.png
MetaGem_SpiritHealer,hk1k7k,Spirit Healer,/items/mutators/spirit_healer.png
MetaGem_Steadfast,yibeww,Steadfast,/items/mutators/steadfast.png
MetaGem_Stormbringer,m87yf6,Stormbringer,/items/mutators/stormbringer.png
MetaGem_Striker,27rynt,Striker,/items/mutators/striker.png
MetaGem_Supercharger,omeu3c,Supercharger,/items/mutators/supercharger.png
MetaGem_SuperHeated,97fccn,Superheated,/items/mutators/superheated.png
MetaGem_TaintedBlade,f32skd,Tainted Blade,/items/mutators/tainted_blade.png
MetaGem_ThousandCuts,r8jxFF,Thousand Cuts,/items/mutators/thousand_cuts.png
MetaGem_Timewave,dynus4,Timewave,/items/mutators/timewave.png
MetaGem_TopHeavy,fknx4t,Top Heavy,/items/mutators/top_heavy.png
MetaGem_Transference,0osd64,Transference,/items/mutators/transference.png
MetaGem_Transpose,1cxn5s,Transpose,/items/mutators/transpose.png
MetaGem_TwistingWounds,7eodps,Twisting Wounds,/items/mutators/twisting_wounds.png
MetaGem_VampireBlade,dhwqt4,Vampire Blade,/items/mutators/vampire_blade.png
MetaGem_VengefulStrike,8h8a9w,Vengeful Strike,/items/mutators/vengeful_strike.png
MetaGem_VolatileStrike,qej6k5,Volatile Strike,/items/mutators/volatilestrike.png
MetaGem_WeaponLord,w6gpz2,Weaponlord,/items/mutators/weaponlord.png
Mod_AbrasiveRounds,h9k5pd,Abrasive Rounds,/items/mods/abrasiverounds.png
Mod_Aftermath,vi86jx,Aftermath,/items/mods/aftermath.png
Mod_AstralBurst,mqta6g,Astral Burst,/items/mods/astralburst.png
Mod_Banish,k7z7r2,Banish,/items/mods/banish.png
Mod_BetaRay,5ke493,Beta Ray,/items/mods/betaray.png
Mod_BigBang,s7ozpe,Big Bang,/items/mods/bigbang.png
Mod_BloodDraw,ss7zwt,Blood Draw,/items/mods/blooddraw.png
Mod_Bloodline,yxxajn,Bloodline,/items/mods/bloodline.png
Mod_Bloodshot,tw8tbh,Bloodshot,/items/mods/bloodshot.png
Mod_Bore,iq4wjy,Bore,/items/mods/bore.png
Mod_ChaosDriver,dxnd9s,Chaos Driver,/items/mods/chaosdriver.png
Mod_ConcussiveShot,an140h,Concussive Shot,/items/mods/concussiveshot.png
Mod_CorrosiveRounds,hr3g7o,Corrosive Rounds,/items/mods/corrosiverounds.png
Mod_CreepingMist,a3ctlf,Creeping Mist,/items/mods/creepingmist.png
Mod_CubeRoom,2nMTRG,Cube Room,/items/mods/cuberoom.png
Mod_CubeShield,1bfanq,Cube Shield,/items/mods/cubeshield.png
Mod_Deadwood,k7z7rz,Deadwood,/items/mods/deadwood.png
Mod_DeathBrand,d3q99g,Death Brand,/items/mods/corrupted_deathbrand.png
Mod_Defrag,3hqdob,Defrag,/items/mods/defrag.png
Mod_Dreadwalker,ybej3w,Dreadwalker,/items/mods/dreadwalker.png
Mod_EnergyWall,8uluwc,Energy Wall,/items/mods/energywall.png
Mod_Eulogy,3xf7i2,Eulogy,/items/mods/eulogy.png
Mod_ExplosiveShot,hpfdzp,Explosive Shot,/items/mods/explosiveshot.png
Mod_Familiar,sccdmt,Familiar,/items/mods/familiar.png
Mod_Fargazer,yedqs6,Fargazer,/items/mods/fargazer.png
Mod_Firestorm,snlx8w,Firestorm,/items/mods/firestorm.png
Mod_FlyingBombTrap,2GWpcL,Flying Bomb Trap,/items/mods/flyingbombtrap.png
Mod_FusionCannon,D8obdv,Fusion Cannon,/items/mods/fusioncannon.png
Mod_GravityCore,kep3kb,Gravity Core,/items/mods/gravitycore.png
Mod_GuardiansCall,anhbhf,Twisted Arbalest,/items/mods/guardianscall.png
Mod_GuardiansVigil,WzXG4x,Corrupted Arbalest,/items/mods/guardiansfury.png
Mod_HarvesterBots,vk6XTW,Harvester Bots,/items/mods/harvesterbots.png
Mod_HealingShot,vc361n,Healing Shot,/items/mods/healingshot.png
Mod_HeatSink,s49h0c,Heat Sink,/items/mods/heatsink.png
Mod_Heatwave,vc3s1n,Heatwave,/items/mods/heatwave.png
Mod_Helix,1mtqkk,Helix,/items/mods/helix.png
Mod_Hotshot,9vzb9r,Hot Shot,/items/mods/hotshot.png
Mod_IndomitableStrike,778jv8,Indomitable Strike,/items/mods/indomitablestrike.png
Mod_Kilonova,4hu8s0,Kilonova,/items/mods/kilonova.png
Mod_KnightGuard,e4n1w4,Knight Guard,/items/mods/knightguard.png
Mod_LoathTheWeak,aobtw7,Loathe the Weak,/items/mods/loaththeweak.png
Mod_MegaDrive,5s9x12,Mega Drive,/items/mods/megadrive.png
Mod_Micronova,8izb2g,Micronova,/items/mods/corrupted_micronova.png
Mod_MoonlightBarrage,wfak3h,Moonlight Barrage,/items/mods/moonlightbarrage.png
Mod_Mortar,ysz4fw,Deadpoint,/items/mods/corrupted_deadpoint.png
Mod_NanoPhase,WARGv3,Nano Phase,/items/mods/nanophase.png
Mod_NanoSwarm,8ko9zz,Nano Swarm,/items/mods/nanoswarm.png
Mod_Ouroboros,czgb8w,Ouroboros,/items/mods/ouroboros.png
Mod_Overflow,tya9an,Overflow,/items/mods/overflow.png
Mod_PhantomBlade,t1ugnb,Phantom Blade,/items/mods/phantomblade.png
Mod_Polyactuator,777968,77 79 68,/items/mods/polygun.png
Mod_PrismaticDriver,vtcg3o,Prismatic Driver,/items/mods/prismaticdriver.png
Mod_RecoilDampener,Rix6Sr,Recoil Dampener,/items/mods/recoildampener.png
Mod_RingOfSpears,4rdl8r,Ring of Spears,/items/mods/ringofspears.png
Mod_Rootlash,nfw6ja,Rootlash,/items/mods/rootlash.png
Mod_RottedArrow,vgin4w,Rotted Arrow,/items/mods/rottedarrow.png
Mod_Sandstorm,ozNPv9,Sandstorm,/items/mods/sandstorm.png
Mod_ScrapShot,hcv400,Scrap Shot,/items/mods/scrapshot.png
Mod_Screamer,4aeebu,Screamer,/items/mods/screamer.png
Mod_Shatterstar,z9e8qq,Shatterstar,/items/mods/shatterstar.png
Mod_ShieldingShot,DUs5M2,Shielding Shot,/items/mods/shieldingshot.png
Mod_Skewer,cpvech,Skewer 2.0,/items/mods/skewer.png
Mod_SongOfEafir,edm644,Song of Eafir,/items/mods/songofeafir.png
Mod_Soulbinder,5bb0mv,Soulbinder,/items/mods/soulbinder.png
Mod_Soulbrand,imk8xh,Soul Brand,/items/mods/soulbrand.png
Mod_SpaceCrabs,4wd3gm,Space Crabs,/items/mods/spacecrabs.png
Mod_SporeShot,9fi67v,Spore Shot,/items/mods/sporeshot.png
Mod_Starfall,j9wkb3,Starfall,/items/mods/starfall.png
Mod_StasisBeam,rer73h,Stasis Beam,/items/mods/stasisbeam.png
Mod_Supernova,9rxk65,Supernova,/items/mods/supernova.png
Mod_TimeLapse,nn1q6k,Time Lapse,/items/mods/timelapse.png
Mod_Tremor,g6glpj,Tremor,/items/mods/tremor.png
Mod_Voidlight,0ycjs9,Voidlight,/items/mods/voidlight.png
Mod_VoltaicRondure,wjopwy,Voltaic Rondure,/items/mods/voltaicrondure.png
Mod_WillOfTheWisp,9jwTXR,Will of the Wisp,/items/mods/willofthewisp.png
Mod_Windfall,82v8kz,Windfall,/items/mods/corrupted_windfall.png
Mod_Witchfire,ggf5qe,Witchfire,/items/mods/witchfire.png
Perk_Amplify,yro37y,Amplify,/items/perks/archon_amplify.png
Perk_Backbone,z2xo76,Backbone,/items/perks/medic_backbone.png
Perk_Benefactor,bp9pr7,Benefactor,/items/perks/medic_benefactor.png
Perk_Benevolence,t2fc7j,Benevolence,/items/perks/medic_benevolence.png
Perk_BestFriend,8vh7yq,Best Friend,/items/perks/handler_bestfriend.png
Perk_Bonded,d58t4k,Bonded,/items/perks/handler_bonded.png
Perk_Bypass,i9tjgk,Circumvent,/items/perks/invader_circumvent.png
Perk_CloseQuarters,f4jx9k,Close Quarters,/items/perks/challenger_closequarters.png
Perk_Communion,GV9bDr,Communion,/items/perks/invoker_communion.png
Perk_DarkBlood,qqhkw9,Dark Blood,/items/perks/ritualist_darkblood.png
Perk_Deadeye,c4fx8u,Deadeye,/items/perks/hunter_deadeye.png
Perk_DeadToRightsV3,s8eytq,Dead to Rights,/items/perks/hunter_deadtorights.png
Perk_DieHard,je27uv,Die Hard,/items/perks/challenger_diehard.png
Perk_Dominator,tu8pcp,Dominator,/items/perks/summoner_dominator.png
Perk_Dynamic,no6oxo,Dynamic,/items/perks/warden_dynamic.png
Perk_Entranced,Y9Tj7F,Entranced,/items/perks/invoker_entranced.png
Perk_Experimentalist,cxnnz9,Experimentalist,/items/perks/alchemist_experimentalist.png
Perk_FaceOfDanger,7dvm5a,Face of Danger,/items/perks/challenger_faceofdanger.png
Perk_GoldToLead,3a9dd2,Gold to Lead,/items/perks/alchemist_goldtolead.png
Perk_HeartOfThePack,z3sz58,Spirit of the Wolf,/items/perks/handler_spiritofthewolf.png
Perk_HeavyMobility,htf7h4,Heavy Mobility,/items/perks/engineer_heavymobility.png
Perk_HighTech,98qnpc,High Tech,/items/perks/engineer_hightech.png
Perk_Incite,d82mwz,Incite,/items/perks/summoner_incite.png
Perk_IntimidatingPresence,c92847,Intimidating Presence,/items/perks/challenger_intimidatingpresence.png
Perk_Intuition,8d4diq,Intuition,/items/perks/hunter_intuition.png
Perk_Invigorated,errks7,Invigorated,/items/perks/medic_invigorated.png
Perk_LiquidCourage,5exhee,Liquid Courage,/items/perks/alchemist_liquidcourage.png
Perk_Loaded,m6pvhd,Loaded,/items/perks/gunslinger_loaded.png
Perk_Loophole,d5qedi,Loophole,/items/perks/invader_loophole.png
Perk_Lucky,82y94m,Lucky,/items/perks/explorer_lucky.png
Perk_Lucky,y6x5dr,Scavenger,/items/perks/explorer_scavenger.png
Perk_MagneticField,w6v2o6,Magnetic Field,/items/perks/engineer_magneticfield.png
Perk_MetalDetector,w838yg,Metal Detector,/items/perks/explorer_metaldetector.png
Perk_Metalworker,2hcif5,Metalworker,/items/perks/engineer_metalworker.png
Perk_MindAndBody,T2U4dZ,Mind and Body,/items/perks/invoker_mindandbody.png
Perk_Outrage,t8bb9k,Outrage,/items/perks/summoner_outrage.png
Perk_Override,decoy8,Override,/items/perks/invader_override.png
Perk_PackHunter,485uc9,Pack Hunter,/items/perks/handler_packhunter.png
Perk_Panacea,49i5jm,Panacea,/items/perks/alchemist_panacea.png
Perk_PosseUp,ajobx6,Posse Up,/items/perks/gunslinger_posseup.png
Perk_PowerCreep,7ay3kh,Power Creep,/items/perks/archon_powercreep.png
Perk_PowerLeak,h42e2n,Power Leak,/items/perks/archon_powerleak.png
Perk_PowerLifter,8p55rw,Powerlifter,/items/perks/challenger_powerlifter.png
Perk_Prospector,o5q3p9,Prospector,/items/perks/explorer_prospector.png
Perk_Purge,tr5r38,Purge,/items/perks/ritualist_purge.png
Perk_QuickHands,496x8y,Quick Hands,/items/perks/gunslinger_quickhands.png
Perk_Regenerator,io3m7t,Regenerator,/items/perks/medic_regenerator.png
Perk_Residue,fzywc2,Residue,/items/perks/summoner_residue.png
Perk_ReturnToSender,oyjp3t,Return to Sender,/items/perks/hunter_returntosender.png
Perk_Ruthless,tmc2tk,Ruthless,/items/perks/summoner_ruthless.png
Perk_SelfDiscovery,rvb63g,Self Discovery,/items/perks/explorer_selfdiscovery.png
Perk_ShadowNEW,yg77rq,Shadow,/items/perks/invader_shadow.png
Perk_SHARK,59swqq,S.H.A.R.K.,/items/perks/invader_shark.png
Perk_SleightOfHand,fspt8u,Sleight of Hand,/items/perks/gunslinger_sleightofhand.png
Perk_Soothsayer,j7e5Bb,Soothsayer,/items/perks/invoker_soothsayer.png
Perk_Spirited,rx6e2w,Spirited,/items/perks/alchemist_spirited.png
Perk_SpiritWithin,5fz7xr,Spirit Within,/items/perks/archon_spiritwithin.png
Perk_Surplus,2k4yzk,Surplus,/items/perks/engineer_surplus.png
Perk_SwiftShot,7mbvc3,Swift Shot,/items/perks/gunslinger_swiftshot.png
Perk_Teamwork,y36q6p,Teamwork,/items/perks/handler_teamwork.png
Perk_Tempest,dh2wih,Tempest,/items/perks/archon_tempest.png
Perk_Terrify,h3ag53,Terrify,/items/perks/ritualist_terrify.png
Perk_Urgency,98yqyq,Urgency,/items/perks/hunter_urgency.png
Perk_WardenContingency,odd85z,Contingency,/items/perks/warden_contingency.png
Perk_WardenEnergize,c6k3ke,Energize,/items/perks/warden_energize.png
Perk_WardenGalvanize,1yfbk0,Galvanize,/items/perks/warden_galvanize.png
Perk_WardenSafeguard,w3gyt0,Safeguard,/items/perks/warden_safeguard.png
Perk_Wrath,6wc56t,Wrath,/items/perks/ritualist_wrath.png
PrimePerk_Vile,qewh6t,Vile,/items/perks/ritualist_vile.png
PrimePerk_Visionary,hYsQ4M,Visionary,/items/perks/invoker_visionary.png
PrismOfGreed,zn2x47,Prism of Greed,/items/prisms/prismofgreed.png
PrismOfHatred,t15adx,Prism of Hatred,/items/prisms/prismofhatred.png
PrismOfJealousy,ked8b3,Prism of Jealousy,/items/prisms/prismofjealousy.png
PrismOfLethargy,0nbaj2,Prism of Lethargy,/items/prisms/prismoflethargy.png
PrismOfPassion,j2uus8,Prism of Passion,/items/prisms/prismofpassion.png
PrismOfPride,03034f,Prism of Pride,/items/prisms/prismofpride.png
PrismOfVoracity,16tce1,Prism of Voracity,/items/prisms/prismofvoracity.png
Relic_Consumable_BloodlessHeart,LQho3X,Bloodless Heart,/items/relics/bloodlessheart.png
Relic_Consumable_BloomingHeart,soyjpp,Blooming Heart,/items/relics/bloomingheart.png
Relic_Consumable_BrokenHeart,m71h9m,Broken Heart,/items/relics/brokenheart.png
Relic_Consumable_ConstrainedHeart,rlezcg,Constrained Heart,/items/relics/constrainedheart.png
Relic_Consumable_CrystalHeart,67tfbl,Crystal Heart,/items/relics/crystalheart.png
Relic_Consumable_DecayedHeart,vhjydw,Decayed Heart,/items/relics/decayedheart.png
Relic_Consumable_DivertingHeart,96f26y,Diverting Heart,/items/relics/divertingheart.png
Relic_Consumable_EnlargedHeart,4y2xb3,Enlarged Heart,/items/relics/enlargedheart.png
Relic_Consumable_GossamerHeart,4yjd4c,Gossamer Heart,/items/relics/gossamerheart.png
Relic_Consumable_LatentHeart,x66ure,Latent Heart,/items/relics/latentheart.png
Relic_Consumable_LifelessHeart,k1de0f,Lifeless Heart,/items/relics/lifelessheart.png
Relic_Consumable_PaperHeart,n9fm2r,Paper Heart,/items/relics/paperheart.png
Relic_Consumable_profaneHeart,4v7sf4,Profane Heart,/items/relics/profaneheart.png
Relic_Consumable_PulsingHeart,xfwkzp,Pulsing Heart,/items/relics/pulsingheart.png
Relic_Consumable_QuiltedHeart,4v7sf3,Quilted Heart,/items/relics/quiltedheart.png
Relic_Consumable_ReprocessedHeart,06pxhy,Reprocessed Heart,/items/relics/reprocessedheart.png
Relic_Consumable_ResonatingHeart,6ruk95,Resonating Heart,/items/relics/resonatingheart.png
Relic_Consumable_RipenedHeart,5azu1p,Ripened Heart,/items/relics/ripenedheart.png
Relic_Consumable_RunedHeart,yb7v4c,Runed Heart,/items/relics/runedheart.png
Relic_Consumable_SalvagedHeart,2rnl2d,Salvaged Heart,/items/relics/salvagedheart.png
Relic_Consumable_ShieldedHeart,sge99k,Shielded Heart,/items/relics/shieldedheart.png
Relic_Consumable_SiphonHeart,3awf5n,Siphon Heart,/items/relics/siphonheart.png
Relic_Consumable_TormentedHeart,rtmajx,Tormented Heart,/items/relics/tormentedheart.png
Relic_Consumable_TranquilHeart,thgp2z,Tranquil Heart,/items/relics/tranquilheart.png
Relic_Consumable_UnsulliedHeart,pj4ika,Unsullied Heart,/items/relics/unsulliedheart.png
Relic_Consumable_VoidHeart,weaetb,Void Heart,/items/relics/voidheart.png
RelicFragment_Allegiance,8vcd8r,Allegiance,/items/prisms/legendaryprism.png
RelicFragment_Altruistic,4d6v1v,Altruistic,/items/prisms/legendaryprism.png
RelicFragment_AmmoReserves,3aqiq5,Ammo Reserves,/items/relicfragments/ammo-reserves-on.png
RelicFragment_ArmorEffectiveness,7u1bma,Armor Bonus,/items/relicfragments/generic-blue-on.png
RelicFragment_ArmorFlat,h6sk9p,Base Armor,/items/relicfragments/base-armor-on.png
RelicFragment_ArtfulDodger,1n8874,Artful Dodger,/items/prisms/legendaryprism.png
RelicFragment_Bodyguard,1d6g98,Bodyguard,/items/prisms/legendaryprism.png
RelicFragment_BoundlessEnergy,6myusj,Boundless Energy,/items/prisms/legendaryprism.png
RelicFragment_Brutality,s6fkpj,Brutality,/items/prisms/legendaryprism.png
RelicFragment_CastSpeed,51y6ih,Cast Speed,/items/relicfragments/casting-speed-on.png
RelicFragment_ConsumableSpeed,omefk5,Use Speed,/items/relicfragments/use-speed-on.png
RelicFragment_CriticalDamage,xqklut,Consumable Duration,/items/relicfragments/consumable-duration-on.png
RelicFragment_CriticalDamage,0qxyqo,Critical Damage,/items/relicfragments/critical-damage-on.png
RelicFragment_CriticalSituation,p66eoa,Critical Situation,/items/prisms/legendaryprism.png
RelicFragment_DamageReduction,1pddio,Damage Reduction,/items/relicfragments/damage-reduction-on.png
RelicFragment_DarkOmen,w26htj,Dark Omen,/items/prisms/legendaryprism.png
RelicFragment_DefensiveMeasures,y7d3aq,Defense Measures,/items/prisms/legendaryprism.png
RelicFragment_EvadeDistance,qmc3th,Evade Distance,/items/relicfragments/evade-distance-on.png
RelicFragment_EvadeSpeed,kp0rff,Evade Speed,/items/relicfragments/evade-speed-on.png
RelicFragment_Exhausted,z2gbi3,Exhausted,/items/prisms/legendaryprism.png
RelicFragment_ExplosiveDamage,73x1rg,Explosive Damage,/items/relicfragments/explosive-damage-on.png
RelicFragment_FleetFooted,ky7tqc,Fleet Footed,/items/prisms/legendaryprism.png
RelicFragment_FullHearted,kteco4,Full Hearted,/items/prisms/legendaryprism.png
RelicFragment_Gigantic,ign3v0,Gigantic,/items/prisms/legendaryprism.png
RelicFragment_GodTear,o8of2m,God Tear,/items/prisms/legendaryprism.png
RelicFragment_GreyHealthRate,aci99s,Grey Health Conversion,/items/relicfragments/grey-health-conversion-on.png
RelicFragment_HealingEffectiveness,y52c32,Healing Effectiveness,/items/relicfragments/healing-effectiveness-on.png
RelicFragment_Health,j87rzn,Health Bonus,/items/relicfragments/health-bonus-on.png
RelicFragment_HealthFlat,6qz6t1,Base Health,/items/relicfragments/base-health-on.png
RelicFragment_HealthRegen,bzxa98,Health Regeneration,/items/relicfragments/health-regeneration-on.png
RelicFragment_HeatGenReduction,3ngjzr,Heat Generation,/items/relicfragments/heat-generation-on.png
RelicFragment_HeavyDrinker,fant12,Heavy Drinker,/items/prisms/legendaryprism.png
RelicFragment_Hyperactive,g1iifk,Hyperactive,/items/prisms/legendaryprism.png
RelicFragment_IdealRange,i5kymp,Weapon Ideal Range,/items/relicfragments/weapon-ideal-range-on.png
RelicFragment_Immovable,fieh22,Immovable,/items/prisms/legendaryprism.png
RelicFragment_Impervious,1mb66f,Impervious,/items/prisms/legendaryprism.png
RelicFragment_InsultToInjury,503nnp,Insult to Injury,/items/prisms/legendaryprism.png
RelicFragment_JackOfAllTrades,tfmy98,Jack of All Trades,/items/prisms/legendaryprism.png
RelicFragment_LuckOfTheDevil,vma9nj,Luck of the Devil,/items/prisms/legendaryprism.png
RelicFragment_MasterKiller,b3jspj,Master Killer,/items/prisms/legendaryprism.png
RelicFragment_MeleeAttackSpeed,t8jgpe,Melee Speed,/items/relicfragments/melee-speed-on.png
RelicFragment_MeleeCritChance,m16fn9,Melee Critical Chance,/items/relicfragments/melee-critical-chance-on.png
RelicFragment_MeleeDamage,yu7d57,Melee Damage,/items/relicfragments/melee-damage-on.png
RelicFragment_ModCritChance,iyp5r3,Mod Critical Chance,/items/relicfragments/mod-critical-chance-on.png
RelicFragment_ModDamage,zkr2us,Mod Damage,/items/relicfragments/mod-damage-on.png
RelicFragment_ModDuration,c2t1p6,Mod Duration,/items/relicfragments/mod-duration-on.png
RelicFragment_ModGeneration,pk57hf,Mod Generation,/items/relicfragments/mod-generation-on.png
RelicFragment_MovementSpeed,c0hy5s,Movement Speed,/items/relicfragments/movement-speed-on.png
RelicFragment_Outlaw,jf6i48,Outlaw,/items/prisms/legendaryprism.png
RelicFragment_Overpowered,s6n7x3,Overpowered,/items/prisms/legendaryprism.png
RelicFragment_PeakConditioning,34g3gm,Peak Conditioning,/items/prisms/legendaryprism.png
RelicFragment_Physician,qn0gc0,Physician,/items/prisms/legendaryprism.png
RelicFragment_PowerFantasy,udn5v4,Power Fantasy,/items/prisms/legendaryprism.png
RelicFragment_PowerTrip,o3w3u5,Power Trip,/items/prisms/legendaryprism.png
RelicFragment_PrimeTime,8140zw,Prime Time,/items/prisms/legendaryprism.png
RelicFragment_ProjectileSpeed,xut36z,Projectile Speed,/items/relicfragments/projectile-speed-on.png
RelicFragment_RangedChargeSpeed,6tby7d,Firearm Charge Time,/items/relicfragments/firearm-charge-time-on.png
RelicFragment_RangedCritChance,dp184t,Ranged Critical Chance,/items/relicfragments/ranged-critical-chance-on.png
RelicFragment_RangedDamage,wlnbc1,Ranged Damage,/items/relicfragments/ranged-damage-on.png
RelicFragment_RangedFireRate,w8ruyt,Ranged Fire Rate,/items/relicfragments/ranged-fire-rate-on.png
RelicFragment_ReloadSpeed,5wuf2j,Reload Speed,/items/relicfragments/reload-speed-on.png
RelicFragment_Reverberation,qx4bbk,Reverberation,/items/prisms/legendaryprism.png
RelicFragment_ReviveSpeed,0jam5w,Revive Speed,/items/relicfragments/revive-speed-on.png
RelicFragment_Sadistic,6onvd3,Sadistic,/items/prisms/legendaryprism.png
RelicFragment_Sharpshooter,7mw049,Sharpshooter,/items/prisms/legendaryprism.png
RelicFragment_ShieldDuration,f5mi7x,Shield Duration,/items/relicfragments/shield-duration-on.png
RelicFragment_ShieldEffectiveness,alp59n,Shield Amount,/items/relicfragments/shield-amount-on.png
RelicFragment_SizeMatters,n0r6bv,Size Matters,/items/prisms/legendaryprism.png
RelicFragment_SkillCooldown,2bqp66,Skill Cooldown,/items/relicfragments/skill-cooldown-on.png
RelicFragment_SkillCritChance,o5sd30,Skill Critical Chance,/items/relicfragments/skill-critical-chance-on.png
RelicFragment_SkillDamage,fuhykd,Skill Damage,/items/relicfragments/skill-damage-on.png
RelicFragment_SkillDuration,7c8uka,Skill Duration,/items/relicfragments/skill-duration-on.png
RelicFragment_Soulmate,zo1rt6,Soulmate,/items/prisms/legendaryprism.png
RelicFragment_Spectrum,wbu60g,Spectrum,/items/prisms/legendaryprism.png
RelicFragment_SpeedDemon,f80hyz,Speed Demon,/items/prisms/legendaryprism.png
RelicFragment_Stamina,qqmdc0,Stamina Bonus,/items/relicfragments/stamina-bonus-on.png
RelicFragment_StaminaFlat,4gbcn0,Base Stamina,/items/relicfragments/base-stamina-on.png
RelicFragment_StatusDamage,32immt,Status Damage,/items/relicfragments/status-damage-on.png
RelicFragment_SteelPlating,nqq5t5,Steel Plating,/items/prisms/legendaryprism.png
RelicFragment_Traitor,cya6q1,Traitor,/items/prisms/legendaryprism.png
RelicFragment_Unbreakable,0xj2m6,Unbreakable,/items/prisms/legendaryprism.png
RelicFragment_Unbridled,p3trdc,Unbridled,/items/prisms/legendaryprism.png
RelicFragment_Vaccinated,8jm01f,Vaccinated,/items/prisms/legendaryprism.png
RelicFragment_WeakspotDamage,oszz4u,Weakspot Damage,/items/relicfragments/weakspot-damage-on.png
RelicFragment_WeaponSpread,oiiiu2,Weapon Spread,/items/relicfragments/weapon-spread-on.png
RelicFragment_WeaponSwapSpeed,h9e463,Firearm Swap Speed,/items/relicfragments/weapon-swap-on.png
RelicFragment_WreckingBall,t2ro08,Wrecking Ball,/items/prisms/legendaryprism.png
Ring_AcidStone,q3qca2,Acid Stone,/items/rings/acidstone.png
Ring_AkariWarBand,9siz0d,Akari War Band,/items/rings/akariwarband.png
Ring_AlchemyStone,dgh4g8,Alchemy Stone,/items/rings/alchemystone.png
Ring_AlumniRing,ll1vsx,Alumni Ring,/items/rings/alumniring.png
Ring_AmberMoonstone,pqez3b,Amber Moonstone,/items/rings/ambermoonstone.png
Ring_AnastasijasInspiration,7fmi47,Anastasija's Inspiration,/items/rings/anastasijasinspiration.png
Ring_ArchersCrest,6bqghl,Archer's Crest,/items/rings/archerscrest.png
Ring_AssassinsSeal,8kyyav,Assassin's Seal,/items/rings/assassinsseal.png
Ring_AtaeriiBooster,27gn7b,A'Taerii Booster,/items/rings/ataeriibooster.png
Ring_AtonementFold,ez01nk,Atonement Fold,/items/rings/atonementfold.png
Ring_BandBand,mm6dj8,Band Band,/items/rings/bandband.png
Ring_BandOfAccord,id6lly,Band of Accord,/items/rings/bandofaccord.png
Ring_BandOfTheFanatic,gv12gw,Band of the Fanatic,/items/rings/bandofthefanatic.png
Ring_BerserkersCrest,pi2zf8,Berserker's Crest,/items/rings/berserkerscrest.png
Ring_BisectedRing,7usn4n,Bisected Ring,/items/rings/bisectedring.png
Ring_BitterMemento,eozlwb,Bitter Memento,/items/rings/bittermemento.png
Ring_BlackCatBand,ac27lx,Black Cat Band,/items/rings/blackcatband.png
Ring_BlackoutRing,6pzq37,Blackout Ring,/items/rings/blackoutring.png
Ring_BlackPawnStamp,7kbu25,Black Pawn Stamp,/items/rings/blackpawnstamp.png
Ring_BlackSpinel,sq8ZUN,Black Spinel,/items/rings/blackspinel.png
Ring_BlastingCapRing,ep14lr,Blasting Cap Ring,/items/rings/blastingcap.png
Ring_BlessedRing,empffm,Blessed Ring,/items/rings/blessedring.png
Ring_BloodJewel,rw8rn0,Blood Jewel,/items/rings/bloodjewel.png
Ring_BloodlessKingsVow,WHgN93,,/items/rings/bloodlesskingsvow.png
Ring_BloodTingedRing,pj7i9a,Blood Tinged Ring,/items/rings/bloodtingedring.png
Ring_BoosterRing,sdkwq2,Booster Ring,/items/rings/boosterring.png
Ring_BraidedThorns,zdkh54,Braided Thorns,/items/rings/braidedthorns.png
Ring_BrawlersPride,17ckov,Brawler's Pride,/items/rings/brawlerspride.png
Ring_BreachAccelerator,w268ge,Breach Accelerator,/items/rings/breachaccelerator.png
